title,vote_average,vote_count,overview,popularity,genres,worth_watching,clean_overview
Joana Mallwitz @ Konzerthaus Berlin,0,0,"The Konzerthausorchester Berlin, conducted by Joana Mallwitz, opens the 2025?2026 season with Maurice Ravel's hypnotic Boléro. This will be followed by Bryce Dessner's Piano Concerto, inspired and performed by pianist Alice Sara Ott. Also on the programme: Anna Meredith's Nautilus, a work brimming with energy, and Ludwig van Beethoven's First Symphony.",0.0071,Music,0,konzerthausorchester berlin conducted joana mallwitz opens season maurice ravels hypnotic bolro will followed bryce dessners piano concerto inspired performed pianist alice sara ott also programme anna merediths nautilus work brimming energy ludwig van beethovens first symphony
??·???????,0,0,"The third film in the ""Woman"" series, based on the original work by Shinji Fujiwara, set in the Shinjuku Entertainment Company.",0,,0,third film woman series based original work shinji fujiwara set shinjuku entertainment company
Cabaret: The Musical That Changed Musicals,0,0,"On the film's 40th anniversary, the cast and crew of Cabaret look back at the creation of this cinematic landmark, winner of 8 Academy Awards and the crowning achievement of its director, Bob Fosse. Documentary Short narrated by Neil Patrick Harris.",0,Documentary,0,films th anniversary cast crew cabaret look back creation cinematic landmark winner academy awards crowning achievement its director bob fosse documentary short narrated neil patrick harris
Wide Open Dreams,0,0,"Shawna Swanson is a strong, magnificent woman, single mother of 5. Her eldest child, who was born prematurely at 24 weeks, has Cerebral Palsy and is deaf. Shawna struggled with unemployment for years and considered the unthinkable - giving her children up. Then she found the Greyston bakery, company that works in a very unique way. They create job opportunities and provide services to enable self-sufficiency through its Open Hiring model.",0,,0,shawna swanson strong magnificent woman single mother her eldest child who born prematurely weeks cerebral palsy deaf shawna struggled unemployment years considered unthinkable giving her children up then she found greyston bakery company works very unique way they create job opportunities provide services enable selfsufficiency through its open hiring model
Così Fan Tutte - Teatro Comunale di Ferrara,0,0,"The plot takes place in the Bay of Naples in the 18th century. Deeply convinced of women's infidelity, the cynical Don Alfonso provokes his young friends Ferrando and Guglielmo by impugning the constancy of their fiancées, sisters Dorabella and Fiordiligi.",0,,0,plot takes place bay naples th century deeply convinced womens infidelity cynical don alfonso provokes his young friends ferrando guglielmo impugning constancy their fiances sisters dorabella fiordiligi
Nu.e.s,0,0,"Alyss runs bare, exposed to the environment and affected by its surrounding elements. Their exhausting journey becomes a pretext to reflect on a quest for personal authenticity.",0.0143,Animation,0,alyss runs bare exposed environment affected its surrounding elements their exhausting journey becomes pretext reflect quest personal authenticity
Born to Fight,0,0,A story about a boxing club in New Rochelle NY and very inspiring individuals that create the team.,0,Documentary,0,story about boxing club new rochelle ny very inspiring individuals create team
?????? ???: ???????-??,0,0,An adventure novel written by an extremist. This is how Mikhail Shats describes the two and a half years of emigration.,0,,0,adventure novel written extremist how mikhail shats describes two half years emigration
??????? ????????: 90 ????? ???????,0,0,He represented the independent Belarusian comedian Dmitry Naryshkin. "90 Minutes of Freedom" is an hour and a half of daring comedy. It has jokes on any topic: from Lukashenko and Prigozhin's military rebellion to OnlyFans and Warsaw Pride. Jokes that are now unrealistic to present on comedy venues in Minsk or Moscow.,0,,0,he represented independent belarusian comedian dmitry naryshkin minutes freedom hour half daring comedy jokes any topic lukashenko prigozhins military rebellion onlyfans warsaw pride jokes now unrealistic present comedy venues minsk or moscow
?????!,0,0,"The video version of the album, which became a big event in Russian-language alternative music in 2022.",0,,0,video version album which became big event russianlanguage alternative music
Psych: Pilot,0,0,"When a novice sleuth convinces the police he has psychic powers, he and his reluctant best friend are hired on as consultants to help solve a kidnapping case.",0,,0,when novice sleuth convinces police he psychic powers he his reluctant best friend hired consultants help solve kidnapping case
Emesis Green,0,0,"A serum has became very well known by almost everyone. Now, it's Soldier Sam's turn to save the world.",0,,0,serum became very well known almost everyone now its soldier sams turn save world
Faces,0,0,"? Starring Rianne Van Rompaey as herself, in a space between dream and reality, 'Faces' depicts Rianne's absurd journey to making it on time to a packed theatre's stage for a much anticipated performance she has conceived of.? - IMDb",0,,0,starring rianne van rompaey herself space between dream reality faces depicts riannes absurd journey making time packed theatres stage much anticipated performance she conceived imdb
Ranveer Singh Superhero Movie,0,0,Ranveer Singh Superhero Movie,0,,0,ranveer singh superhero movie
Her Delicious Pussy,0,0,Black Angel and Nikoletta Garian star in this passionate lesbian film from Sappho Films.,0,,0,black angel nikoletta garian star passionate lesbian film sappho films
Dawn Breaking,0,0,Dawn Breaking is the opening chapter of Yang Fudong?s Museum Film Project.,0,,0,dawn breaking opening chapter yang fudongs museum film project
Lesbian Chocolate,0,0,"In the kitchen or in the bedroom, with fingers or clit 2 clit - these girls like variety. They are so hot for each other that they just can't stop getting in the mood for love again and again.",0,,0,kitchen or bedroom fingers or clit clit these girls like variety they so hot each other they just cant stop getting mood love again again
